title,Publish Time,Mission,Methods,Object,link
The CARMENES search for exoplanets around M dwarfs. A deep transfer learning method to determine T$_eff$ and [M/H] of target stars,2023-5-1,Statistical Inference,BNN,Stars,https://ui.adsabs.harvard.edu/abs/2023A&A...673A.105B
The miniJPAS survey quasar selection. III. Classification with artificial neural networks and hybridisation,2023-5-1,Object Classification,NN,Galaxies,https://ui.adsabs.harvard.edu/abs/2023A&A...673A.103M
HOLISMOKES. X. Comparison between neural network and semi-automated traditional modeling of strong lenses,2023-5-1,Prediction,NN,Gravitational Lenses,https://ui.adsabs.harvard.edu/abs/2023A&A...673A..33S
Deep learning techniques for imaging air Cherenkov telescopes,2023-4-1,Object Detection,CNN,High Energy: Gamma Rays,https://ui.adsabs.harvard.edu/abs/2023PhRvD.107h3026D
Searches for mass-asymmetric compact binary coalescence events using neural networks in the LIGO/Virgo third observation period,2023-4-1,Object Detection,CNN,Stars,https://ui.adsabs.harvard.edu/abs/2023PhRvD.107h2003A
Reconstructing cosmological initial conditions from late-time structure with convolutional neural networks,2023-4-1,Data Reconstruction,CNN,Cosmology,https://ui.adsabs.harvard.edu/abs/2023MNRAS.520.6256S
Simulating a full-sky high resolution Galactic synchrotron spectral index map using neural networks,2023-4-1,Simulation,CNN,Cosmology,https://ui.adsabs.harvard.edu/abs/2023MNRAS.520.6070I
Characterization of inpaint residuals in interferometric measurements of the epoch of reionization,2023-4-1,Data Reconstruction,CNN,Cosmology,https://ui.adsabs.harvard.edu/abs/2023MNRAS.520.5552P
Noise-Net: determining physical properties of H II regions reflecting observational uncertainties,2023-4-1,Prediction,CNN:cINN,Interstellar Medium,https://ui.adsabs.harvard.edu/abs/2023MNRAS.520.4981K
The resolved chemical composition of the starburst dwarf galaxy CGCG007-025: direct method versus photoionization model fitting,2023-4-1,Prediction-Regression,NN,Galaxies,https://ui.adsabs.harvard.edu/abs/2023MNRAS.520.3576F
Euclid preparation - XXIII. Derivation of galaxy physical properties with deep machine learning using mock fluxes and H-band images,2023-4-1,Prediction-Regression,CNN,Galaxies,https://ui.adsabs.harvard.edu/abs/2023MNRAS.520.3529E
The miniJPAS survey quasar selection - II. Machine learning classification with photometric measurements and uncertainties,2023-4-1,Object Classification,CNN,Quasars,https://ui.adsabs.harvard.edu/abs/2023MNRAS.520.3494R
Stellar classification with convolutional neural networks and photometric images: a new catalogue of 50 million SDSS stars without spectra,2023-4-1,Object Classification,CNN:SCNet,Stars,https://ui.adsabs.harvard.edu/abs/2023MNRAS.520.2269S
Determining satellite infall times using machine learning,2023-4-1,Prediction,NN,Galaxies,https://ui.adsabs.harvard.edu/abs/2023MNRAS.520.1704B
The Evryscope Fast Transient Engine: Real-time Detection for Rapidly Evolving Transients,2023-4-1,Object Detection,CNN:VETNET,Transient,https://ui.adsabs.harvard.edu/abs/2023ApJS..265...63C
Application of Deep Reinforcement Learning to Major Solar Flare Forecasting,2023-4-1,Prediction,NN:DQN,Solar,https://ui.adsabs.harvard.edu/abs/2023ApJS..265...34Y
Detection of Dipole Modulation in CMB Temperature Anisotropy Maps from WMAP and Planck using Artificial Intelligence,2023-4-1,Object Detection,NN,Cosmology,https://ui.adsabs.harvard.edu/abs/2023ApJ...947...47K
A Machine-learning Approach to Assessing the Presence of Substructure in Quasar-host Galaxies Using the Hyper Suprime-cam Subaru Strategic Program,2023-4-1,Feature Extraction/Dim Reduction/Cluster,VAE,AGN,https://ui.adsabs.harvard.edu/abs/2023ApJ...947...30N
Recovering Cosmic Microwave Background Polarization Signals with Machine Learning,2023-4-1,Data Reconstruction,CNN,Cosmology,https://ui.adsabs.harvard.edu/abs/2023ApJ...947...29Y
Exoplanet characterization using conditional invertible neural networks,2023-4-1,Statistical Inference,CNN:cINN,Planet,https://ui.adsabs.harvard.edu/abs/2023A&A...672A.180H
Augmenting photometric redshift estimates using spectroscopic nearest neighbours,2023-4-1,Object Classification,NN,Galaxies,https://ui.adsabs.harvard.edu/abs/2023A&A...672A.150T
Barium stars as tracers of s-process nucleosynthesis in AGB stars. II. Using machine learning techniques on 169 stars,2023-4-1,Prediction,NN,Stars,https://ui.adsabs.harvard.edu/abs/2023A&A...672A.143D
A machine learning approach for correcting radial velocities using physical observables,2023-4-1,Prediction-Regression,CNN,Stars,https://ui.adsabs.harvard.edu/abs/2023A&A...672A.118P
Application of a neural network classifier for the generation of clean Small Magellanic Cloud stellar samples,2023-4-1,Object Classification,NN,Stars,https://ui.adsabs.harvard.edu/abs/2023A&A...672A..65J
The Gaia-ESO Survey: Chemical evolution of Mg and Al in the Milky Way with machine learning,2023-4-1,Prediction-Regression,CNN,Stars,https://ui.adsabs.harvard.edu/abs/2023A&A...672A..46A
Analysing the SEDs of protoplanetary disks with machine learning,2023-4-1,Simulation,NN,Planet,https://ui.adsabs.harvard.edu/abs/2023A&A...672A..30K
Solving the Teukolsky equation with physics-informed neural networks,2023-3-1,Simulation,PINNS,Cosmology,https://ui.adsabs.harvard.edu/abs/2023PhRvD.107f4025L
Modeling early-universe energy injection with dense neural networks,2023-3-1,Simulation,NN:MLP,Cosmology,https://ui.adsabs.harvard.edu/abs/2023PhRvD.107f3541S
Cosmology-informed neural networks to solve the background dynamics of the Universe,2023-3-1,Simulation,PINNS,Cosmology,https://ui.adsabs.harvard.edu/abs/2023PhRvD.107f3523C
Test of artificial neural networks in likelihood-free cosmological constraints: A comparison of information maximizing neural networks and denoising autoencoder,2023-3-1,Feature Extraction/Dim Reduction/Cluster,"NN:IMNN, DAE",Cosmology,https://ui.adsabs.harvard.edu/abs/2023PhRvD.107f3517C
Residual neural networks for the prediction of planetary collision outcomes,2023-3-1,Prediction,RNN,Planet,https://ui.adsabs.harvard.edu/abs/2023MNRAS.520.1224W
AGNs in post-mergers from the ultraviolet near infrared optical northern survey,2023-3-1,Object Detection,CNN,AGN,https://ui.adsabs.harvard.edu/abs/2023MNRAS.519.6149B
Exoplanet atmosphere evolution: emulation with neural networks,2023-3-1,Simulation,NN,Planet,https://ui.adsabs.harvard.edu/abs/2023MNRAS.519.6028R
Reconstructing large-scale temperature profiles around z   6 quasars,2023-3-1,Data Reconstruction,CNN,Quasars,https://ui.adsabs.harvard.edu/abs/2023MNRAS.519.5931C
Modelling stellar activity with Gaussian process regression networks,2023-3-1,Prediction-Regression,NN:GPRN,Stars,https://ui.adsabs.harvard.edu/abs/2023MNRAS.519.5439C
Prospects for future studies using deep imaging: analysis of individual Galactic cirrus filaments,2023-3-1,Image Segmentation,Unet,Interstellar Medium,https://ui.adsabs.harvard.edu/abs/2023MNRAS.519.4735S
A probabilistic deep learning model to distinguish cusps and cores in dwarf galaxies,2023-3-1,Object Classification,CNN:MDCNN,Galaxies,https://ui.adsabs.harvard.edu/abs/2023MNRAS.519.4384E
Detection of Einstein telescope gravitational wave signals from binary black holes using deep learning,2023-3-1,Object Detection,CNN,Gravitational Waves,https://ui.adsabs.harvard.edu/abs/2023MNRAS.519.3843A
Neural Stellar Population Synthesis Emulator for the DESI PROVABGS,2023-3-1,Simulation,NN,Galaxies,https://ui.adsabs.harvard.edu/abs/2023ApJS..265...23K
CLASS Survey Description: Coronal-line Needles in the SDSS Haystack,2023-3-1,Prediction,NN,Galaxies,https://ui.adsabs.harvard.edu/abs/2023ApJS..265...21R
A Deep-learning Anomaly-detection Method to Identify Gamma-Ray Bursts in the Ratemeters of the AGILE Anticoincidence System,2023-3-1,Anomaly Detection,CNN,High Energy: Gamma Rays,https://ui.adsabs.harvard.edu/abs/2023ApJ...945..106P
Estimation of the Full-sky Power Spectrum between Intermediate and Large Angular Scales from Partial-sky CMB Anisotropies Using an Artificial Neural Network,2023-3-1,Prediction,NN,Cosmology,https://ui.adsabs.harvard.edu/abs/2023ApJ...945...77P
Identification of Galaxy Shreds in Large Photometric Catalogs Using Convolutional Neural Networks,2023-3-1,Object Detection,CNN,Galaxies,https://ui.adsabs.harvard.edu/abs/2023AJ....165..123D
A Reinforcement Learning-Based Follow-up Framework,2023-3-1,Recommender System,RL,Instruments/Software/Methods,https://ui.adsabs.harvard.edu/abs/2023AJ....165..118A
Identifying Exoplanets with Deep Learning. V. Improved Light-curve Classification for TESS Full-frame Image Observations,2023-3-1,Object Detection,CNN,Planet,https://ui.adsabs.harvard.edu/abs/2023AJ....165...95T
HOLISMOKES. IX. Neural network inference of strong-lens parameters and uncertainties from ground-based images,2023-3-1,Prediction-Regression,CNN,Gravitational Lenses,https://ui.adsabs.harvard.edu/abs/2023A&A...671A.147S
Identifying preflare spectral features using explainable artificial intelligence,2023-3-1,Object Detection,CNN:Grad-CAM,Solar,https://ui.adsabs.harvard.edu/abs/2023A&A...671A..73P
The Gaia-ESO Survey: Preparing the ground for 4MOST and WEAVE galactic surveys. Chemical evolution of lithium with machine learning,2023-3-1,Object Detection,CNN,Stars,https://ui.adsabs.harvard.edu/abs/2023A&A...671A..61N
Utilization of convolutional neural networks for H I source finding. Team FORSKA-Sweden approach to SKA Data Challenge 2,2023-3-1,Object Detection,CNN,Galaxies,https://ui.adsabs.harvard.edu/abs/2023A&A...671A..39H
Deep learning for intermittent gravitational wave signals,2023-2-1,Statistical Inference,CNN,Gravitational Waves,https://ui.adsabs.harvard.edu/abs/2023PhRvD.107d4032Y
Neural networks optimized by genetic algorithms in cosmology,2023-2-1,Prediction-Regression,NN,Cosmology,https://ui.adsabs.harvard.edu/abs/2023PhRvD.107d3509G
Uncovering dark matter density profiles in dwarf galaxies with graph neural networks,2023-2-1,Statistical Inference,GNN,Dark Matter,https://ui.adsabs.harvard.edu/abs/2023PhRvD.107d3015N
Modelling internal structure of differentiated asteroids via data-driven approach,2023-2-1,Simulation,NN:INN,Planet,https://ui.adsabs.harvard.edu/abs/2023MNRAS.519.2349L
ERGO-ML I: inferring the assembly histories of IllustrisTNG galaxies from integral observable properties via invertible neural networks,2023-2-1,Statistical Inference,CNN:cINN,Galaxies,https://ui.adsabs.harvard.edu/abs/2023MNRAS.519.2199E
A measurement of the distance to the Galactic centre using the kinematics of bar stars,2023-2-1,Prediction-Regression,NN,Galaxies,https://ui.adsabs.harvard.edu/abs/2023MNRAS.519..948L
The galaxy morphology-density relation in the EAGLE simulation,2023-2-1,Object Classification,CNN,Galaxies,https://ui.adsabs.harvard.edu/abs/2023MNRAS.518.5260P
AGNet: weighing black holes with deep learning,2023-2-1,Prediction-Regression,CNN,Black Hole,https://ui.adsabs.harvard.edu/abs/2023MNRAS.518.4921L
Accelerating cosmological inference with Gaussian processes and neural networks - an application to LSST Y1 weak lensing and galaxy clustering,2023-2-1,Statistical Inference,NN:GPRN,Cosmology,https://ui.adsabs.harvard.edu/abs/2023MNRAS.518.4818B
Target Detection Framework for Lobster Eye X-Ray Telescopes with Machine-learning Algorithms,2023-2-1,Object Detection,CNN,Instruments/Software/Methods,https://ui.adsabs.harvard.edu/abs/2023ApJS..264...43J
Pixel-to-pixel Translation of Solar Extreme-ultraviolet Images for DEMs by Fully Connected Networks,2023-2-1,Object Detection,CNN,Solar,https://ui.adsabs.harvard.edu/abs/2023ApJS..264...33P
Using Machine Learning to Determine Morphologies of z < 1 AGN Host Galaxies in the Hyper Suprime-Cam Wide Survey,2023-2-1,Object Classification,GAN,AGN,https://ui.adsabs.harvard.edu/abs/2023ApJ...944..124T
Calibrating Cosmological Simulations with Implicit Likelihood Inference Using Galaxy Growth Observables,2023-2-1,Statistical Inference,NN,Cosmology,https://ui.adsabs.harvard.edu/abs/2023ApJ...944...67J
Robust Field-level Inference of Cosmological Parameters with Dark Matter Halos,2023-2-1,Statistical Inference,NN,Cosmology,https://ui.adsabs.harvard.edu/abs/2023ApJ...944...27S
"Using Neural Networks to Differentiate Newly Discovered BL Lacertae Objects and FSRQs among the 4FGL Unassociated Sources Employing Gamma-Ray, X-Ray, UV/Optical, and IR Data",2023-2-1,Object Classification,NN:MLP,AGN,https://ui.adsabs.harvard.edu/abs/2023ApJ...943..167K
When Spectral Modeling Meets Convolutional Networks: A Method for Discovering Reionization-era Lensed Quasars in Multiband Imaging Data,2023-2-1,Object Detection,CNN,Gravitational Lenses,https://ui.adsabs.harvard.edu/abs/2023ApJ...943..150A
tudy of the Effect of Martian Dust Storms on Ionospheric Electron Density Based on Physical-grid Deep Neural Learning Technology,2023-2-1,Prediction-Regression,NN:Physical_gridDNN,Planet,https://ui.adsabs.harvard.edu/abs/2023ApJ...943..141Z
Li-rich Giants Identified from LAMOST DR8 Low-resolution Survey,2023-2-1,Object Detection,CNN,Stars,https://ui.adsabs.harvard.edu/abs/2023AJ....165...52C
Constraining the polarisation flux density and angle of point sources by training a convolutional neural network,2023-2-1,Prediction-Regression,CNN,Cosmology,https://ui.adsabs.harvard.edu/abs/2023A&A...670A..76C
"A comparative study of source-finding techniques in H I emission line cubes using SoFiA, MTObjects, and supervised deep learning",2023-2-1,Object Detection,CNN,Galaxies,https://ui.adsabs.harvard.edu/abs/2023A&A...670A..55B
ASTROMER. A transformer-based embedding for the representation of light curves,2023-2-1,Feature Extraction/Dim Reduction/Cluster,Transformer,Stars,https://ui.adsabs.harvard.edu/abs/2023A&A...670A..54D
Rapid Deformation Calculation for Large Reflector Antennas: A Surrogate Model Method,2023-1-1,Simulation,CNN,Instruments/Software/Methods,https://ui.adsabs.harvard.edu/abs/2023RAA....23a5001Z
Optimizing the placement of numerical relativity simulations using a mismatch predicting neural network,2023-1-1,Simulation,NN,Gravitational Waves,https://ui.adsabs.harvard.edu/abs/2023PhRvD.107b4034F
Deep learning network to distinguish binary black hole signals from short-duration noise transients,2023-1-1,Object Detection,NN,Black Hole,https://ui.adsabs.harvard.edu/abs/2023PhRvD.107b4030C
Convolutional neural network to distinguish glitches from minute-long gravitational wave transients,2023-1-1,Object Detection,NN,Gravitational Waves,https://ui.adsabs.harvard.edu/abs/2023PhRvD.107b4007B
Neural networks: solving the chemistry of the interstellar medium,2023-1-1,Simulation,PINNS,Interstellar Medium,https://ui.adsabs.harvard.edu/abs/2023MNRAS.518.5718B
Modelling the galaxy-halo connection with semi-recurrent neural networks,2023-1-1,Simulation,RNN,Galaxies,https://ui.adsabs.harvard.edu/abs/2023MNRAS.518.5670C
3D detection and characterization of ALMA sources through deep learning,2023-1-1,Object Detection,CNN,Instruments/Software/Methods,https://ui.adsabs.harvard.edu/abs/2023MNRAS.518.3407D
"Photometric identification of compact galaxies, stars, and quasars using multiple neural networks",2023-1-1,Object Classification,CNN,Galaxies,https://ui.adsabs.harvard.edu/abs/2023MNRAS.518.3123C
Lessons learned from the two largest Galaxy morphological classification catalogues built by convolutional neural networks,2023-1-1,Object Classification,CNN,Galaxies,https://ui.adsabs.harvard.edu/abs/2023MNRAS.518.2794C
Deep learning reconstruction of the large-scale structure of the Universe from luminosity distance,2023-1-1,Data Reconstruction,CNN,Cosmology,https://ui.adsabs.harvard.edu/abs/2023MNRAS.518.2241G
Identification of Grand-design and Flocculent spirals from SDSS using deep convolutional neural network,2023-1-1,Object Classification,CNN,Galaxies,https://ui.adsabs.harvard.edu/abs/2023MNRAS.518.1022S
